annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO000014,2023-09-02,Appartement 103m² Centre,agadir,centre,appartement,location,120.0,103.46,2,2,6,2011,1.1598685482312006,15,2023,9,3,September,Moyen (80-150 m²),Economy,Market Standard
ANO000289,2024-11-25,Beau Villa Meknès,meknès,inconnu,villa,vente,5080816.96,218.98,4,2,0,2012,23202.19636496484,14,2024,11,4,November,Grand (> 150 m²),Luxury,Market Standard
ANO001407,2023-10-31,Terrain à vente - Fès,fès,ville nouvelle,terrain,vente,897337.58,83.54,0,0,0,1964,10741.412257601149,62,2023,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO000434,2023-09-23,Villa moderne Casablanca,casablanca,bourgogne,villa,vente,2360848.9,196.55,5,2,0,2014,12011.441872297124,12,2023,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000630,2024-05-21,Bureau 101m² Agdal,rabat,agdal,bureau,vente,1369624.42,101.05,0,0,7,1994,13553.927956457199,32,2024,5,2,May,Moyen (80-150 m²),Luxury,Market Standard
ANO001348,2023-11-14,Villa 120m² Fès,fès,inconnu,villa,vente,2582939.14,120.73,5,2,0,2004,21394.343907893646,22,2023,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000617,2024-07-08,Bureau moderne Tétouan,tétouan,centre,bureau,location,6351.13,137.09,0,0,0,2004,46.328178568823404,22,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000389,2023-10-02,Villa 445m² Tétouan,tétouan,inconnu,villa,vente,7533855.65,445.18,4,3,0,2021,16923.16737050182,5,2023,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000837,2023-05-26,Beau Villa Marrakech,marrakech,medina,villa,vente,3973388.45,144.2,3,1,0,2013,27554.70492371706,13,2023,5,2,May,Moyen (80-150 m²),Luxury,Market Standard
ANO000443,2023-07-13,Appartement moderne Tétouan,tétouan,centre,appartement,vente,437279.75,81.4,2,1,5,2000,5371.9871007371,26,2023,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO000281,2023-10-18,Villa à vente - Agadir,agadir,talborjt,villa,vente,2175268.15,303.99,4,2,0,2001,7155.722721142142,25,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO001038,2023-12-23,Beau Appartement Casablanca,casablanca,inconnu,appartement,location,7546.98,77.48,3,1,3,1981,97.40552400619514,45,2023,12,4,December,Petit (< 80 m²),Economy,Market Standard
ANO000689,2024-06-21,Appartement 70m² Ville Nouvelle,fès,ville nouvelle,appartement,vente,581843.48,70.43,1,1,2,1963,8261.301718017889,63,2024,6,2,June,Petit (< 80 m²),High standard,Market Standard
ANO001243,2023-12-11,Bureau 162m² Souissi,rabat,souissi,bureau,vente,1398749.44,162.79,0,0,8,1994,8592.3548129492,32,2023,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO001113,2024-02-18,Beau Appartement Agadir,agadir,talborjt,appartement,vente,386101.1,81.28,1,1,4,2014,4750.259596456693,12,2024,2,1,February,Moyen (80-150 m²),Medium,Market Standard
ANO000306,2023-03-27,Villa moderne Kenitra,kenitra,inconnu,villa,vente,2339510.76,298.63,5,3,0,2011,7834.145129424371,15,2023,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000126,2024-07-16,Terrain moderne Kenitra,kenitra,hay essalam,terrain,location,2279.18,404.68,0,0,0,2011,5.632054957003064,15,2024,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO001035,2024-02-12,Appartement 111m² Talborjt,agadir,talborjt,appartement,vente,2659792.36,111.77,3,1,2,2004,23797.014941397512,22,2024,2,1,February,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000268,2024-06-04,Terrain moderne Rabat,rabat,inconnu,terrain,vente,645186.58,311.53,0,0,0,1993,2071.025519211633,33,2024,6,2,June,Grand (> 150 m²),High standard,Market Standard
ANO000537,2023-05-21,Duplex moderne Agadir,agadir,talborjt,duplex,location,7975.39,137.38,2,2,4,2007,58.05350123744359,19,2023,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO000229,2024-11-12,Beau Bureau Tanger,tanger,iberia,bureau,vente,711148.88,148.52,0,0,1,2008,4788.236466469162,18,2024,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO001274,2024-07-04,Terrain à vente - Meknès,meknès,hamria,terrain,vente,444790.83,252.01,0,0,0,2012,1764.9729375818422,14,2024,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO001001,2024-08-18,Villa moderne Kenitra,kenitra,inconnu,villa,location,12553.15,181.17,4,2,0,2006,69.28934150245625,20,2024,8,3,August,Grand (> 150 m²),Economy,Market Standard
ANO000148,2023-10-15,Villa 84m² Non spécifié,casablanca,non spécifié,villa,location,23803.83,84.6,5,2,0,1998,281.36914893617023,28,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000664,2023-05-12,Appartement moderne Fès,fès,inconnu,appartement,vente,601830.71,105.01,2,2,2,2011,5731.175221407484,15,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO000417,2023-11-30,Beau Appartement Oujda,oujda,hay qods,appartement,vente,578054.31,46.1,4,2,4,2011,12539.139045553145,15,2023,11,4,November,Petit (< 80 m²),High standard,Market Standard
ANO000196,2023-08-05,Appartement moderne Meknès,meknès,inconnu,appartement,vente,579786.47,73.52,3,1,5,2003,7886.105413492927,23,2023,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO001500,2023-04-27,Beau Terrain Rabat,rabat,inconnu,terrain,location,4492.22,39.64,0,0,0,1982,113.32542885973764,44,2023,4,2,April,Petit (< 80 m²),Economy,Market Standard
ANO001368,2024-10-25,Terrain 462m² Maarif,casablanca,maarif,terrain,vente,566348.89,462.13,0,0,0,2013,1225.5185553848485,13,2024,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO001076,2023-02-13,Appartement moderne Fès,fès,inconnu,appartement,location,1725.82,63.83,3,1,8,2018,27.03775654081153,8,2023,2,1,February,Petit (< 80 m²),Economy,Market Standard
ANO000923,2023-03-22,Villa 286m² Zouagha,fès,zouagha,villa,vente,2183193.72,286.38,6,4,0,1992,7623.415461973603,34,2023,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO000924,2024-08-26,Beau Terrain Tanger,tanger,centre ville,terrain,location,2964.24,275.3,0,0,0,2004,10.767308390846349,22,2024,8,3,August,Grand (> 150 m²),Economy,Market Standard
ANO000013,2024-06-27,Bureau à vente - Marrakech,marrakech,gueliz,bureau,vente,1283545.44,41.61,0,0,3,1999,30847.042537851477,27,2024,6,2,June,Petit (< 80 m²),High standard,Market Standard
ANO000009,2024-01-18,Appartement à vente - Oujda,oujda,hay qods,appartement,vente,484674.07,87.77,2,1,3,2000,5522.09262846075,26,2024,1,1,January,Moyen (80-150 m²),Medium,Market Standard
ANO000469,2024-07-28,Appartement moderne Casablanca,casablanca,ain diab,appartement,vente,669525.72,66.08,2,2,2,1978,10132.047820823245,48,2024,7,3,July,Petit (< 80 m²),Luxury,Market Standard
ANO001292,2023-03-30,Appartement à location - Kenitra,kenitra,inconnu,appartement,location,5636.92,66.52,2,1,2,2019,84.74022850270596,7,2023,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO000279,2024-12-23,Villa à vente - Meknès,meknès,hamria,villa,vente,2182657.56,268.74,4,2,0,2022,8121.818709533378,4,2024,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001047,2023-09-18,Villa 228m² Ville Nouvelle,fès,ville nouvelle,villa,location,26840.83,228.59,4,3,0,2008,117.41909094886041,18,2023,9,3,September,Grand (> 150 m²),Medium,Market Standard
ANO000642,2023-07-13,Villa moderne Tanger,tanger,malabata,villa,location,9278.49,415.93,4,2,0,2002,22.307816219075324,24,2023,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO000922,2024-03-27,Villa 270m² Ocean,rabat,ocean,villa,vente,5052633.41,270.25,5,2,0,2012,18696.145827937096,14,2024,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO001191,2023-12-28,Beau Bureau Tanger,tanger,malabata,bureau,vente,1081007.12,172.48,0,0,3,2012,6267.434601113174,14,2023,12,4,December,Grand (> 150 m²),High standard,Market Standard
ANO000041,2024-10-25,Villa à vente - Marrakech,marrakech,medina,villa,vente,7186547.92,177.25,4,2,0,2021,40544.69912552891,5,2024,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000329,2023-02-13,Beau Bureau Oujda,oujda,centre,bureau,vente,1198558.98,73.67,0,0,6,2022,16269.295235509704,4,2023,2,1,February,Petit (< 80 m²),High standard,Market Standard
ANO000076,2023-11-14,Beau Appartement Kenitra,kenitra,inconnu,appartement,vente,680674.07,86.61,1,1,0,2001,7859.070199745987,25,2023,11,4,November,Moyen (80-150 m²),Luxury,Market Standard
ANO000887,2023-05-25,Beau Appartement Oujda,oujda,inconnu,appartement,vente,2068735.74,98.83,2,1,0,2000,20932.26489932207,26,2023,5,2,May,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000869,2023-10-14,Appartement à vente - Casablanca,casablanca,bourgogne,appartement,vente,475078.55,80.39,1,1,2,1990,5909.672222913297,36,2023,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO000111,2023-09-07,Villa 178m² Malabata,tanger,malabata,villa,location,23926.52,178.22,4,2,0,2010,134.25272135562787,16,2023,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO000271,2024-11-26,Villa à location - Agadir,agadir,inconnu,villa,location,22878.77,214.82,4,3,0,2021,106.50204822642213,5,2024,11,4,November,Grand (> 150 m²),Economy,Market Standard
ANO000349,2024-02-09,Appartement moderne Rabat,rabat,souissi,appartement,vente,529284.72,107.09,2,2,4,2009,4942.428984965916,17,2024,2,1,February,Moyen (80-150 m²),High standard,Market Standard
ANO000376,2024-08-05,Appartement 92m² Kenitra,kenitra,inconnu,appartement,location,1649.75,92.57,2,1,1,2003,17.821648482229666,23,2024,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO000057,2024-01-17,Beau Duplex Marrakech,marrakech,inconnu,duplex,vente,1652767.13,112.31,4,3,0,2010,14716.117264713737,16,2024,1,1,January,Moyen (80-150 m²),High standard,Market Standard
ANO000083,2024-06-15,Beau Appartement Agadir,agadir,centre,appartement,location,1972.03,68.67,3,2,0,2024,28.717489442260085,2,2024,6,2,June,Petit (< 80 m²),Economy,Market Standard
ANO000133,2023-11-03,Villa 358m² Hivernage,marrakech,hivernage,villa,vente,1343432.74,358.31,3,1,0,2009,3749.358767547654,17,2023,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO000971,2024-08-25,Appartement à vente - Rabat,rabat,hassan,appartement,vente,485759.79,93.96,3,2,0,1989,5169.857279693487,37,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000795,2023-04-16,Appartement 83m² Zouagha,fès,zouagha,appartement,vente,591254.55,83.78,4,3,2,2000,7057.227858677489,26,2023,4,2,April,Moyen (80-150 m²),High standard,Market Standard
ANO000731,2024-06-18,Appartement moderne Kenitra,kenitra,inconnu,appartement,vente,358225.08,96.55,2,1,0,2024,3710.2545831175557,2,2024,6,2,June,Moyen (80-150 m²),Medium,Market Standard
ANO000623,2024-01-27,Beau Appartement Tanger,tanger,inconnu,appartement,location,9652.07,113.17,2,2,1,2001,85.2882389325793,25,2024,1,1,January,Moyen (80-150 m²),Medium,Market Standard
ANO000049,2024-05-08,Terrain moderne Agadir,agadir,centre,terrain,vente,877964.84,393.82,0,0,0,2000,2229.3556447107817,26,2024,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000010,2024-08-07,Terrain moderne Tétouan,tétouan,m'diq,terrain,vente,912709.41,227.92,0,0,0,2007,4004.5165408915414,19,2024,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO000579,2023-06-12,Terrain à vente - Meknès,meknès,ville nouvelle,terrain,vente,1039982.57,106.04,0,0,0,2001,9807.45539419087,25,2023,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO000338,2024-04-06,Beau Appartement Tanger,tanger,inconnu,appartement,vente,2079039.84,136.88,2,2,4,2004,15188.777323202807,22,2024,4,2,April,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000495,2023-04-24,Beau Appartement Tanger,tanger,iberia,appartement,vente,757235.66,75.01,2,1,4,2010,10095.129449406746,16,2023,4,2,April,Petit (< 80 m²),Luxury,Market Standard
ANO000310,2024-03-22,Beau Duplex Agadir,agadir,inconnu,duplex,location,8105.31,228.28,2,1,2,2009,35.50600140178728,17,2024,3,1,March,Grand (> 150 m²),Economy,Market Standard
ANO001126,2024-03-23,Duplex à vente - Oujda,oujda,hay qods,duplex,vente,1185582.85,136.01,3,1,3,2002,8716.880008822882,24,2024,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO001155,2023-11-11,Beau Appartement Tanger,tanger,malabata,appartement,vente,568803.25,110.59,1,1,4,2011,5143.351568857944,15,2023,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO001255,2024-05-27,Beau Appartement Meknès,meknès,ville nouvelle,appartement,vente,452438.28,105.58,2,1,7,2011,4285.265012312939,15,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000705,2023-03-23,Appartement à vente - Kenitra,kenitra,hay essalam,appartement,vente,554910.3,59.95,2,1,1,2015,9256.218515429526,11,2023,3,1,March,Petit (< 80 m²),High standard,Market Standard
ANO000628,2024-05-03,Duplex moderne Marrakech,marrakech,gueliz,duplex,vente,2769349.69,88.28,2,2,2,2005,31370.068985047576,21,2024,5,2,May,Moyen (80-150 m²),Luxury,Market Standard
ANO001200,2024-11-02,Appartement 93m² Californie,casablanca,californie,appartement,vente,670856.0,93.4,2,1,4,1996,7182.612419700214,30,2024,11,4,November,Moyen (80-150 m²),Luxury,Market Standard
ANO000246,2023-12-30,Terrain à vente - Agadir,agadir,centre,terrain,vente,941779.24,330.72,0,0,0,2017,2847.6634010643443,9,2023,12,4,December,Grand (> 150 m²),High standard,Market Standard
ANO000272,2023-02-01,Beau Villa Tanger,tanger,inconnu,villa,location,9193.11,332.55,3,2,0,2010,27.64429409111412,16,2023,2,1,February,Grand (> 150 m²),Economy,Market Standard
ANO000061,2023-05-21,Appartement à location - Agadir,agadir,talborjt,appartement,location,2500.32,63.57,2,2,0,2001,39.3317602642756,25,2023,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO001079,2024-09-07,Terrain moderne Marrakech,marrakech,inconnu,terrain,location,1663.45,322.74,0,0,0,2018,5.154148850467869,8,2024,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO000825,2023-07-29,Appartement moderne Rabat,rabat,hay riad,appartement,vente,1685605.59,50.47,3,1,6,2004,33398.16901129384,22,2023,7,3,July,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000073,2023-02-18,Beau Appartement Tanger,tanger,inconnu,appartement,location,1829.04,79.08,2,2,1,2006,23.12898330804249,20,2023,2,1,February,Petit (< 80 m²),Economy,Market Standard
ANO001266,2023-12-17,Appartement moderne Rabat,rabat,hay riad,appartement,vente,1869755.58,80.89,1,1,5,2003,23114.79268141921,23,2023,12,4,December,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001482,2023-06-27,Appartement 36m² M'diq,tétouan,m'diq,appartement,vente,2272092.08,36.58,2,1,1,2003,62112.9600874795,23,2023,6,2,June,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000662,2023-06-03,Appartement 108m² Talborjt,agadir,talborjt,appartement,vente,2344957.39,108.83,2,2,2,2014,21546.975925755767,12,2023,6,2,June,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001090,2024-08-24,Villa 268m² Malabata,tanger,malabata,villa,vente,2010996.05,268.52,6,3,0,2015,7489.185349322212,11,2024,8,3,August,Grand (> 150 m²),Medium,Market Standard
ANO001112,2024-03-20,Villa à vente - Oujda,oujda,hay qods,villa,vente,2487035.61,361.97,5,2,0,1999,6870.833522115092,27,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000985,2023-05-07,Appartement à location - Oujda,oujda,centre,appartement,location,8746.67,123.03,3,2,4,2002,71.09379826058685,24,2023,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000157,2024-10-19,Beau Bureau Kenitra,kenitra,hay essalam,bureau,vente,987799.54,96.97,0,0,3,2007,10186.650922965866,19,2024,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO001332,2024-03-10,Appartement à vente - Oujda,oujda,centre,appartement,vente,640131.93,33.37,3,2,0,2010,19182.85675756668,16,2024,3,1,March,Petit (< 80 m²),High standard,Market Standard
ANO000249,2023-07-12,Villa 191m² Ocean,rabat,ocean,villa,vente,6776488.53,191.94,3,2,0,2002,35305.24398249453,24,2023,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000942,2023-01-18,Villa à vente - Meknès,meknès,ville nouvelle,villa,vente,3892215.23,245.81,5,3,0,2023,15834.242829827916,3,2023,1,1,January,Grand (> 150 m²),High standard,Market Standard
ANO001394,2023-09-12,Appartement 91m² M'diq,tétouan,m'diq,appartement,vente,1862848.46,91.96,2,1,5,2005,20257.16028708134,21,2023,9,3,September,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000558,2023-04-10,Villa à location - Kenitra,kenitra,centre,villa,location,8066.35,218.66,5,2,0,2002,36.889920424403186,24,2023,4,2,April,Grand (> 150 m²),Economy,Market Standard
ANO000746,2023-09-04,Appartement à vente - Kenitra,kenitra,centre,appartement,vente,637691.69,85.36,2,1,2,2002,7470.614925023429,24,2023,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO001223,2024-10-20,Beau Appartement Casablanca,casablanca,ain diab,appartement,vente,637765.63,99.76,4,3,4,1997,6392.999498797113,29,2024,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO000830,2023-06-19,Appartement 85m² Meknès,meknès,inconnu,appartement,vente,544550.65,85.63,3,2,0,1994,6359.344271867337,32,2023,6,2,June,Moyen (80-150 m²),High standard,Market Standard
ANO000606,2023-07-01,Appartement moderne Tétouan,tétouan,centre,appartement,vente,443056.93,31.2,3,2,5,2004,14200.542628205128,22,2023,7,3,July,Petit (< 80 m²),Medium,Market Standard
ANO000604,2023-06-29,Villa 211m² Kenitra,kenitra,inconnu,villa,vente,2647519.16,211.36,4,3,0,2009,12526.112604087812,17,2023,6,2,June,Grand (> 150 m²),High standard,Market Standard
ANO001442,2024-02-25,Appartement 65m² Californie,casablanca,californie,appartement,vente,420798.5,65.94,4,1,2,2015,6381.536245071277,11,2024,2,1,February,Petit (< 80 m²),Medium,Market Standard
ANO000955,2023-12-29,Appartement à vente - Tétouan,tétouan,centre,appartement,vente,417724.94,102.03,2,2,3,2013,4094.138390669411,13,2023,12,4,December,Moyen (80-150 m²),Medium,Market Standard
ANO000561,2024-01-24,Beau Villa Agadir,agadir,hay mohammadi,villa,vente,6605595.14,248.06,6,4,0,2002,26629.021768926872,24,2024,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO001003,2024-10-13,Beau Appartement Agadir,agadir,talborjt,appartement,vente,2194414.52,46.32,3,2,2,2018,47375.097582038,8,2024,10,4,October,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001293,2024-02-26,Villa à vente - Meknès,meknès,ville nouvelle,villa,vente,7425023.74,269.44,4,3,0,1997,27557.24369061758,29,2024,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO000063,2024-06-06,Appartement à location - Tanger,tanger,iberia,appartement,location,2427.15,83.18,2,1,4,2003,29.17949026208223,23,2024,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO000177,2023-02-10,Beau Appartement Agadir,agadir,centre,appartement,vente,2103889.0,12.0,3,2,6,2015,175324.08333333334,11,2023,2,1,February,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001013,2024-11-17,Beau Villa Tétouan,tétouan,centre,villa,vente,2028725.4,263.64,4,3,0,2002,7695.059171597633,24,2024,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO001083,2023-12-04,Appartement à vente - Tétouan,tétouan,inconnu,appartement,vente,602956.86,66.67,4,3,3,2011,9043.900704964752,15,2023,12,4,December,Petit (< 80 m²),High standard,Market Standard
ANO001040,2023-11-03,Appartement 111m² Iberia,tanger,iberia,appartement,vente,459305.02,111.22,2,1,0,2023,4129.6980758856325,3,2023,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000596,2023-08-09,Appartement moderne Tétouan,tétouan,m'diq,appartement,vente,375093.82,77.27,2,1,4,2011,4854.326646822829,15,2023,8,3,August,Petit (< 80 m²),Medium,Market Standard
ANO001027,2024-05-27,Terrain à vente - Oujda,oujda,hay qods,terrain,vente,870207.34,270.18,0,0,0,2019,3220.8429195351246,7,2024,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000264,2023-12-08,Beau Villa Oujda,oujda,centre,villa,vente,1369519.53,284.37,5,2,0,2009,4815.97752927524,17,2023,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001467,2024-07-06,Beau Appartement Casablanca,casablanca,inconnu,appartement,vente,679606.73,108.57,2,2,2,2007,6259.618034447822,19,2024,7,3,July,Moyen (80-150 m²),Luxury,Market Standard
ANO001248,2023-03-19,Beau Appartement Fès,fès,inconnu,appartement,vente,2208511.96,93.04,3,2,2,2002,23737.23086844368,24,2023,3,1,March,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000721,2023-12-01,Beau Villa Tanger,tanger,centre ville,villa,vente,1644271.02,269.72,6,3,0,2013,6096.214667062138,13,2023,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001375,2024-05-07,Beau Villa Tanger,tanger,centre ville,villa,location,10715.58,266.61,4,2,0,2012,40.191965792730954,14,2024,5,2,May,Grand (> 150 m²),Economy,Market Standard
ANO000656,2023-03-19,Beau Bureau Casablanca,casablanca,hay mohammadi,bureau,vente,1235832.27,112.11,0,0,7,1995,11023.390152528767,31,2023,3,1,March,Moyen (80-150 m²),High standard,Market Standard
ANO000624,2024-11-10,Villa à vente - Meknès,meknès,hamria,villa,vente,1994592.86,161.54,6,4,0,2012,12347.362015599852,14,2024,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO000763,2024-09-16,Beau Appartement Casablanca,casablanca,hay mohammadi,appartement,vente,644006.86,78.71,4,3,0,2004,8182.020835980181,22,2024,9,3,September,Petit (< 80 m²),High standard,Market Standard
ANO000958,2023-10-27,Appartement à vente - Tétouan,tétouan,m'diq,appartement,vente,605006.4,32.82,18,9,5,2011,18434.076782449727,15,2023,10,4,October,Petit (< 80 m²),High standard,Market Standard
ANO000653,2024-03-03,Beau Appartement Marrakech,marrakech,medina,appartement,vente,293719.09,163.44,4,2,4,2010,1797.10652227117,16,2024,3,1,March,Grand (> 150 m²),Medium,Exception (Luxury/Grand)
ANO001182,2023-11-02,Appartement à vente - Fès,fès,inconnu,appartement,vente,420714.87,119.41,2,2,2,2000,3523.2800435474414,26,2023,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000152,2024-08-04,Beau Bureau Casablanca,casablanca,hay mohammadi,bureau,location,5606.47,98.79,0,0,4,1988,56.75139184127948,38,2024,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO001431,2024-08-08,Villa 215m² M'diq,tétouan,m'diq,villa,location,9817.22,215.58,6,3,0,1998,45.53863994804712,28,2024,8,3,August,Grand (> 150 m²),Economy,Market Standard
ANO000545,2024-07-08,Beau Villa Tétouan,tétouan,centre,villa,location,7512.9,332.4,4,2,0,2010,22.60198555956679,16,2024,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO001167,2023-10-17,Villa 221m² Tétouan,tétouan,inconnu,villa,vente,2108424.76,221.47,6,3,0,2019,9520.137084029438,7,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO001108,2023-03-08,Terrain moderne Meknès,meknès,hamria,terrain,vente,528779.51,114.12,0,0,0,2012,4633.5393445495965,14,2023,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO000893,2023-04-09,Terrain à vente - Tétouan,tétouan,centre,terrain,vente,904895.01,112.22,0,0,0,2010,8063.580556050615,16,2023,4,2,April,Moyen (80-150 m²),High standard,Market Standard
ANO000142,2023-05-26,Villa à vente - Agadir,agadir,inconnu,villa,vente,7457356.43,301.63,3,1,0,2020,24723.52362165567,6,2023,5,2,May,Grand (> 150 m²),Luxury,Market Standard
ANO001486,2024-06-09,Appartement moderne Marrakech,marrakech,hivernage,appartement,location,8461.96,56.07,4,3,2,1999,150.91778134474762,27,2024,6,2,June,Petit (< 80 m²),Medium,Market Standard
ANO001470,2023-05-10,Appartement à vente - Oujda,oujda,inconnu,appartement,vente,503806.85,98.52,2,2,4,2017,5113.752030044661,9,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO000578,2024-03-17,Terrain 297m² Hamria,meknès,hamria,terrain,vente,695204.96,297.67,0,0,0,2007,2335.4888299123186,19,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO001310,2024-08-26,Beau Bureau Agadir,agadir,inconnu,bureau,vente,1384993.45,72.83,0,0,3,2011,19016.79870932308,15,2024,8,3,August,Petit (< 80 m²),Luxury,Market Standard
ANO001101,2023-06-10,Appartement moderne Marrakech,marrakech,medina,appartement,vente,590626.35,61.55,1,1,0,2011,9595.878960194963,15,2023,6,2,June,Petit (< 80 m²),High standard,Market Standard
ANO000881,2024-09-23,Appartement moderne Marrakech,marrakech,medina,appartement,location,10894.89,79.55,1,1,0,2003,136.95650534255185,23,2024,9,3,September,Petit (< 80 m²),Medium,Market Standard
ANO000088,2023-04-10,Villa moderne Meknès,meknès,ville nouvelle,villa,vente,2170237.32,15.0,3,2,0,2001,144682.48799999998,25,2023,4,2,April,Petit (< 80 m²),Medium,Exception (Luxury/Grand)
ANO001299,2023-08-09,Villa 330m² Centre,kenitra,centre,villa,vente,5410420.86,330.13,5,2,0,2021,16388.758549662256,5,2023,8,3,August,Grand (> 150 m²),Luxury,Market Standard
ANO000551,2024-04-30,Appartement moderne Casablanca,casablanca,bourgogne,appartement,vente,2231853.27,93.14,3,2,2,2002,23962.34990337127,24,2024,4,2,April,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000106,2024-11-18,Bureau moderne Kenitra,kenitra,centre,bureau,vente,1208401.54,147.28,0,0,1,2007,8204.790467137425,19,2024,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000410,2023-07-18,Appartement à location - Meknès,meknès,inconnu,appartement,location,2129.44,109.1,3,1,2,2024,19.518240146654446,2,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000768,2023-08-09,Appartement moderne Tétouan,tétouan,centre,appartement,vente,430232.72,75.4,2,3,0,2012,5706.004244031829,14,2023,8,3,August,Petit (< 80 m²),Medium,Market Standard
ANO000077,2024-01-12,Beau Villa Kenitra,kenitra,centre,villa,vente,4927044.44,304.37,4,3,0,2004,16187.680914676217,22,2024,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO001100,2023-10-20,Beau Villa Kenitra,kenitra,hay essalam,villa,location,6908.99,157.73,5,3,0,2019,43.80263741837317,7,2023,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO001097,2024-07-22,Appartement 77m² Oujda,oujda,inconnu,appartement,vente,1748906.44,77.8,2,1,3,2021,22479.517223650386,5,2024,7,3,July,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
